Marca temporal,¿Cómo calificarías el BootCamp Emprendedores 2026?,¿Qué tan conforme estuviste con la organización del evento? ,¿Qué opinás acerca del trabajo realizado por nuestro equipo organizador?,¿Qué te pareció el proceso de acreditación? ,¿Qué te pareció el formulario de inscripción?,¿Qué tan conforme estás con la comunicación previa al evento?,"Si quieres, dejanos un comentario sobre la comunicación previa al evento:",¿Estuviste conforme con la categoría a la que fuiste asignado?,¿En cuál te hubiese gustado estar?,¿Qué tan útil creés que fue el hilo conductor de las charlas durante el BootCamp?,¿Qué tan conforme estuviste con las charlas de los oradores?,¿Cuál fue tu orador favorito? ¿Por qué?,"Si quieres, dejanos un comentario sobre los oradores:",¿Qué tan conforme estuviste con los mentores?,"Si quieres, dejanos un comentario sobre los mentores:",¿Qué tan conforme estuviste con la comida?,"Si quieres, dejanos un comentario sobre la comida:",¿Recomendarías el BootCamp a tus amigos o familia?,¿Qué recomendación nos harías para tener en cuenta en la próxima edición?,¿Te hospedaste en el Milhouse Hostel Avenue?,"Cuando llegaste a la habitación, ¿estaba todo en buenas condiciones? ¿Necesitaste ayuda en algo por parte del hotel? Contanos",¿Estás conforme con la elección de la habitación? ¿Sufriste alguna incomodidad? ,¿Algo que quieras decirnos? Te leemos,Te dejamos este espacio para hacer algún comentario extra
2/06/2026 19:35:40,10,10,"El bootcamp fue tan bueno que no hay un críticas importantes de mi parte a compartirles. 

Igualmente, aspiro a que tomarán con respeto y empatía la siguiente observación que hago: 

Lo único que me generaba molestia e impotencia era que no podían sacarse el auricular por mas de 30 segundos cuando les estábamos preguntando sobre el proyecto. Recuerdo un momento en el que con mi grupo necesitábamos aclarar ciertas dudas clave y la coordinadora nos respondía muy nerviosa o entrecortada por no querer sacarse el auricular e intentar hablar y escuchar a la vez. Entiendo que ellos debían velar todo el tiempo por el orden y la organización del evento estando al tanto de cualquier imprevisto pero sentí muy lejano el trato a veces con nosotros. Parecía que sacarse el auricular por mas de un minuto era una prohibición en el evento. ",10,10,10,,Sí,,8,7,Julián Drault,,10,,10,Me quedé con hambre solo cuando comimos la hamburguesa de Chiken Chill,10,"Es cierto que en un bootcamp uno tiene muy poco tiempo para desarrollar un proyecto. Pero se tiene aún menos tiempo cuando se hacen muchas charlas cada día que no necesariamente aportan valor, son mas de lo mismo. Sin despretigiar ni despreciar a los excelentes oradores que tuvimos, personalmente me sentí muy cansado de tener tantas charlas y no aprovechar ese tiempo para poder trabajar en el proyecto.",No,,,,
2/06/2026 19:45:35,10,10,Excelente todo,8,8,10,,Sí,,10,10,La charla de Mike Medus me parecio la mejor y la que mas me quedo. Ademas destaco su gran disposición a la hora de responder preguntas y dejando su mail para escribirle.,,10,,8,"Capaaz en el segundo dia el almuerzo era poco, pero igual estuvo todo genial y muy rico",10,No se me ocurre,No,,,,
2/06/2026 19:56:20,10,10,"Excelente. Siempre predispuestos a ayudar, a traernos lo que necesitaramos y con una buena onda inigualable pese a seguramente acumular pocas horas de sueño. Nada que objetar.",9,9,9,,Sí,,9,10,"Imposible elegir uno solo. Mi top compartido está con los 3 chic@s de Humand y Julián Draut. Polque? No hay polque. Porque fueron las charlas en las que más absorto quedé, extremadamente interesantes e inspiradoras. Con una mención especial a la charla de Despegar y de Federico Patigori ",,10,"Interactuamos mucho con dos mentores. Con Gastón Chapartegui de Le Wagon. Un genio, lo tuvimos en nuestro espacio 1 hora explicándole nuestra idea y generando un intercambio súper enriquecedor que nos ayudó a centrarnos en el problema sin dispersarnos o hacerlo muy general. También charlamos con un mentor de la empresa AUSA, quien fue incisivo con las preguntas, que nos cuestionaba su aplicabilidad, el target y el problema que solucionaba, lo cual nos ayudó una locura a ser menos generales en cuanto al problema que buscábamos solucionar.",8,,10,"Tuve la fortuna de conectar de forma muy buena y amigable con mi equipo, sin embargo actividades cortas como el trencito a ciegas del último día, creo que estaría bueno una actividad similar pero de otra índole al principio. 
Siento que ese compañerismo, confianza, proactividad y buen trato que generamos como equipo nos ayudó a lograr estar entre los finalistas. Algo que veíamos extremadamente difícil al charlar con demás pariticipantes y equipos.",No,,,,"No quedan más comentarios que agradecimiento. Sinceramente fue una experiencia inolvidable, la buena onda tanto de los organizadores como de los participantes fue en todo momento excelente. Participé en unos cuantos eventos anteriormente y ninguno me movilizó tanto como este. Es algo que destaco porque denota la la pasión y el compromiso que hay detrás de él, y la excelente calidad de personas que lo hicieron posible.
Nuevamente, mil gracias!"
2/06/2026 20:02:10,10,10,"Dieron lo mejor, y se reflejó el esfuerzo que hicieron para que podamos vivir esta experiencia como única, de aprendizaje y conexión con la gente. Lograron algo increíble y se los agradezco de corazón.",10,10,9,Por ahí un poco más de información sobre la estructura del evento.,Sí,,10,9,"Gustavo Manríquez, conecté mucho con su perspectiva sobre el emprendimiento, su forma de trabajo y la importancia que le dio a los valores organizacionales y personales. También cómo relacionó lo deportivo con lo laboral a lo largo de su vida, y la importancia al roll que ocupaba gracias a eso. ","Excelentes emprendedores, y cada uno luego de su presentación, me dejó alguna enseñanza útil para incorporar a mi vida o conocimiento.",10,"Con los que tuve el gusto de compartir, nos ayudaron mucho con sus consejos y muy buen onda.",6,,10,"Realmente todo encajó perfecto, y si hubo alguna imperfección, también fue parte del éxito, pero la verdad no se me ocurre ninguna.",Sí,"Sí, todo en condiciones, y no necesité ayuda.",Conforme y sin incomodidades,Me parece un buen lugar para que lo sigan teniendo en cuenta para el hospedaje de los del interior.,"Ya lo hice, pero agradecerles de nuevo a cada uno de los que fueron parte de llevar a cabo este proyecto y más que nada por darme la oportunidad de vivirlo. "
2/06/2026 20:03:34,10,10,"La rompieron, fue todo increíble todo el tiempo",10,10,10,,Sí,,10,10,"Toda la charla de humand, fue simplemente increíble, los chicos, su trabajo y las ganas de compartirlo con todos los demás.",,10,"Creo que fue lo que nos permitió estructurar todo nuestro trabajo, fueron increíbles (el equipo de trama como mentores >>>>)",10,,10,"Haría más actividades para conocer otra gente, no solo tu grupo de trabajo o amigos",No,,,,
2/06/2026 20:09:59,10,10,"Tremendo el trabajo que hicieron, nada que agregar.",10,10,10,"Todo perfecto, lo unico es que capaz la confirmación de la inscripción podria ser un poco antes asi al momento de sacar el vuelo no queda tan cerca de la fecha y se puede conseguir mas barato",Sí,,10,10,"Hubo muy buenos oradores, gaston remy y los de humand me gustaron bastante. Destaco la de Federico Patigori para los de Procesos porque tuvimos la oportunidad de charlar bastante con el y hacer todas las preguntas que quisimos y el muy buena onda se quedo mas tiempo. ",,9,,9,,10,"Capaz un comentario para hacer es que algunos oradores no llegaron a contar lo que tenian planeado, no se si no estaban al tanto de cuanto tiempo iban a tener o simplemente tardaron mas de lo que debian pero si hubiera estado bueno darle mas tiempo a algunos.",Sí,"Estaba todo bien, no necesite ayuda para nada.","No, todo bien.",Nada que agregar ,
2/06/2026 20:23:39,10,8,"Se notó todo el esfuerzo que hicieron y la preocupación por que todo salga perfecto. Se notaron las ganas de hacer el evento y en mi opinión, es la razón por la que les salió excelente ",10,10,9,"Me parece que venden el evento demasiado como una competencia, cuando la mayor parte del evento son juegos y charlas. Creo que en el momento de publicitar el evento deberían remarcar aún más esa parte ya que hablando con mis compañeros, ninguno se esperaba que haya tantas charlas, sino que tenían más ganas de hacer el trabajo.",Sí,,5,8,"La charla de humand.  Creo que al tener tres personas que contaron su propia experiencia, se reflejó muy bien que para llegar lejos no hay un solo camino ","Creo que faltó a alguien que promueva la creatividad, ya que en el proceso emprendedor es importante. Creo que faltó variedad de temas ",9,Todos muy atentos y se nota que sabían de los temas ,7,La poke no la gustó a mucha gente,10,"Lo que mencioné anteriormente sobre la publicidad. Si no estoy mal en su página de instagram mencionan las charlas, pero aún así la gente con la que hablé no se esperaba tantas",No,,,,"Gran evento, como estudiante del itba espero poder seguir viéndolo crecer"
2/06/2026 20:23:40,9,10,Excelente trabajo. Todo muy organizado y completo. ,10,10,10,,Sí,,8,8,Sebastian Rios (almacén de pizzas). Me aportó conocimientos y la charla fue muy dinámica y entretenida. ,,8,,9,,10,"Uno de los jurados cuando nos dió la devolución nos dijo que no sabia bien cual era la consigna en base a la que estábamos trabajando. Estaría bueno que se la comuniquen para que puedan elegir al ganador de forma más eficiente, teniendo en cuenta lo que se nos pidió hacer. ",Sí,todo impecable ,"si, conforme. Ninguna incomodidad",.,"gracias a cada uno de ustedes que ponen de su tiempo y energía para organizar alto tan tan lindo y de brindar la posibilidad a gente del interior para que lo haga, gracias gracias gracias! "
2/06/2026 20:24:45,8,8,Super bien! ,10,8,10,Hubiera estado bueno tener el cronograma de actividades a hacer durante el evento para ya tener esa info en cuenta ,Sí,,9,8,"Ceo de Supervielle me gustó mucho y también la charla sobre pitch, la energía y la preparación hacen que la experiencia sea muy interesante ","Muy buenos oradores, gente muy grosa en su carrera profesional. Siento como aporte que estaría bueno que los tiempos ya los sepan de antes pq sino cortaba un poco el hilo de la temática que estaban hablando en el medio",5,"Los mentores casi no llegaron a nuestro equipo, tuvimos q ir a buscarlos, no estoy segura si estaba planteado así desde un principio o no. Justo cuando conseguimos el segundo día se fue y no pudo volver después. Plantear mentores cada x cantidad de grupos o mentor por grupo pienso que podría ser una buena buena opción ",10,Muy bueno todo,10,La fui poniendo en comentarios anteriores pero a resúmen - cronograma de actividades -distribución de los mentores asignados por grupo . También que antes de empezar las actividades grupales este bien aclarada la consigna y lo que se espera lograr cada día (comunicarlo de forma clara),Sí,Estaba todo perfecto. Lo único a comentar es que el aire acondicionado estaba constantemente prendido a 28 grados y había q pedir a recepción que lo modificarán pero q no se podía bajar la temperatura lo cual era muy molesto pq dormía al lado del aire,"Nada particular que comentar, hermoso grupo de compañeras","Muy bello el hostel, estaba para quedarse a turistear más dias",Simplemente agradecerles por ser y crear este espacio de gente tan admirable y apasionada por lo que hace. También se valora un montón poder darnos la oportunidad a la gente del interior de poder ser parte de forma tan accesible 🫂
2/06/2026 20:34:32,10,10,Tremendo.,10,10,7,"No me llegó la ubicación del hostel, no lo encontré y tuve q preguntar por el grupo de whatsapp, pero capaz soy medio dolobu. Por otro lado, siento que estaría bueno que agregaran a la gente al grupo de whatsapp un poco más rápido, tipo junto con el mail que llega de confirmación, porque da la sensación de que es el grupo realmente lo que te confirma que quedaste seleccionado. Mientras no estás en el grupo de WhatsApp, sentís que estás afuera y capaz no comprás los pasajes todavía por las dudas, aun habiendo llegado el mail. Y nada, mientras mas tarda uno, mas caro le sale y mas dificil se hace. Igual tardaron re poco, pero bueno, mientras menos mejor.",Sí,,7,7,"Mike. Siento que dio algo Internacional, y fue interesante escuchar sobre un mercado que no ni el argentino ni el latinoamericano.",Larga vida al salva,6,"El primer día no nos dieron a los mejores. El 2do día recién hablamos con dos chicos que nos dieron realmente buenas respuestas y feedback que nos desafiaron y ayudaron al mismo tiempo. Puede que dependa de cada uno y sus conocimientos también, pero en nuestro caso falló un poco la velocidad con la que aparecieron esos dos.",8,"Un toque chico, pero para mi suficiente",10,"Que los oradores hablen mas de cosas nuevas o lo que se viene, más que de sus propias vidas o caminos, como hizo pergolini el año pasado. Probablemente, por la posicion en la que están, pueden tirar info de cosas que les llegó de otros lados, y siento que eso sería mucho mas útil a escuchar la historia de su vida, que probablemente ya esté en youtube.",Sí,"Todo joya, un lujo, incluso llegué tipo 11 y ya podía hacer el check in que era a las 14","Todo joya, capaz joya si el baño estuviese adentro de la habitacion y no en el pasillo, pero igual no fue tanto problema, da mas privacidad tambien.","Me hubiera encantado ver CEOs o gente importante que sean mujeres. Todos los oradores eran hombres, y siento que para una mina eso podría no impulsarla tanto a emprender, sino a ser la mujer de ese CEO, que muchos de los oradores nombraron esa estructura digamos, donde la mujer solo acompaña y nunca lidera. Y teniendo en cuenta que la mitad de los participantes mas o menos eran mujeres, creo que es algo a tener en cuenta.","Tener escrito el nombre en la medalla de los ganadores o llevarnos algo con el nombre de cada uno hubiera estado re piola, pero imagino q capaz alto quilombo porque no sabes quien va a ganar (creo). Pero bueno tremendo todo, los comentarios que puse son boludeces realmente, nunca vivi algo como esto y espero q el año q viene sea el mejor bootcamp de la historia parte 2"
2/06/2026 20:55:19,10,10,"Impresionante el trabajo que hicieron, los felicito! Fue un trabajo excelente, súper organizado todo. Más que feliz de la experiencia que viví, y súper agradecida con el equipo de trama, no hay nada para quejarme. ",10,9,10,,Sí,,9,9,"Mike Medus, me gustó mucho el contenido de su charla, ya que estudió una carrera bio; además fue una charla muy interactiva e interesante, que hacía que te mantengas enganchado incluso cuando uno estás casando después de tantas horas de trabajo. ",,9,,9,,10,"Quizás dejar un poco más de tiempo de trabajo, porque sentí que estuvimos bastante a las corridas. Pero también es parte del bootcamp eso, el buscar un problema y una solución de manera rápida y eficiente. ",Sí,Si estaba todo ordenado y en condiciones. ,"Solo me hubiese gustado poder elegir con quien dormir en la habitación, ya que fui con amigas al bootcamp. Entiendo que es parte de todo estar con gente nueva, pero me gusta para la parte de trabajo en equipo no para el alojamiento. ",Muy buena la atención del hostel y en excelentes condiciones. ,Felicitaciones al equipo de trama hicieron un excelente trabajo! Sin dudas voy a recomendárselo a toda persona que conozca. 
2/06/2026 21:02:35,10,10,"Todos siempre muy predispuestos a ayudar y escuchar propuestas, excelente! ",10,5,8,"El formulario muy largo, y los mensajes muy repetitivos en la previa, pero después nada ",Sí,,10,10,Ale Vásquez ,"y la última del pitch de malena muy buena tambienn,",6,"En mi grupo pasaron pero no tanto, capaz alguno más hubiese estado bueno ",8,muy buena ,10,seguir asi ,No,,,,"Me cambió la perspectiva de lo que pensaba que quería para mi futuro, increíble la experiencia, gracias por dejarme participar!! "
2/06/2026 21:19:52,10,10,"La verdad q excelente, estaban todos siempre dispuestos a ayudar e incluso cuando veían a alguien perdido o nervioso (yo) se acercaban ustedes directamente ",10,7,10,"Ninguna, la comunicación previa fue clara",Sí,,9,10,"Paco Manrique, me gustó mucho como hablo me senti identificado con varias cosas pero sobre todo me ayudó a ver lo que no quiero llegar a ser. Aunque suena áspero y más pensado en dónde está no quiero ser alguien que no pueda estar para sus amigos, tíos, primos. Contó algo muy personal que la verdad me ayudó mucho a ver q sacrificios estoy dispuesto a hacer ",Nada la verdad muy buenos todos se pasaron,7,Obvio que cada uno tiene su opinión sobre cada proyecto y lo ve diferente solo que tal vez algunos me ayudaron con el proyecto inicial para luego otro explicar claramente sus fallas lo que nos hizo cambiar de proyecto con muy poco tiempo. No es un reclamo a ninguno ya que cada quien ve las cosas diferentes ,7,"La calidad estaba muy buena, lo único q tal vez algunos comemos un poco más jajsjsj el lunes nos salvaron la pizzas 🙏🙏🙏",10,La verdad que nada inicialmente tal vez que me hubiera gustado tener algo más tiempo de trabajo pero después de pensarlo me llevé mucho más de todo el resto así q estuvo perfecto,No,,,,"La verdad que genial, en 3 días puede aprender un montón de cosas súper valiosas, conocer gente y hacer amigos. Posta la onda que le metieron y lo que se veía q les importaba contagiaba una banda y para mí mucho de la onda que le puse yo vino del ambiente que generaron. "
2/06/2026 21:55:00,10,10,"Excelente, la verdad que se portaron de 10, siempre que necesitábamos algo estaban ahí",10,9,9,,Sí,,9,10,"Alejandro Vazquez, me encanto su historia transmitiendo que no es facil y siempre hay que seguir para adelante y lucharla si tenes un sueño u objetivo por lograr","Todos los oradores contaron sus historias según diferentes contextos, pero todos con esa energía que impulsa a animarse a intentar cosas nuevas",7,,8,,10,"Estaría bueno que compartan los resultados de los seleccionados en el bootcamp algunos meses antes de la fecha, ya que para los del interior es dificil y mas costoso sacar pasajes sobre la hora",Sí,Estuvo todo impecable,"Totalmente conforme, y también fue gracias al respeto y buena onda de los participantes","Gracias de corazón, fue una experiencia que me llevo para toda la vida, además de excelentes contactos para futuros negocios!","Realmente fue el mejor bootcamp de la historia, ojala mantengan el nivel para que otras personas puedan disfrutar de la experiencia vivida"
2/06/2026 22:52:10,10,10,"La pasión de las personas que hacen las cosas desde el corazon es algo que se siente, sin lugar a dudas este equipo contaba con pasión. Excelente todo el trabajo realizado, el nivel de profesionalismo y calidad humana me sorprendió ampliamente. ",10,10,10,"Super clara la comunicación de todos los aspectos del evento. Si pudiera dar una recomendación, a nivel personal me gustaria haber sabido con antelación algunos de los speakers, esto, ya que me gusta realizar una mini investigación sobre las personas para estar mas preparado sobre lo que voy a escuchar. Sin embargo, comprendo también el factor sorpresa que juega el no saber y poder sorprendernos! Excelente todo.   ",Sí,,10,10,"Es una pregunta dificil... todos fueron interesantes y sumamente inspirador escuchar y aprender de ellos. Si tuviera que elegir uno seria alejandro vazquez por su historia, la elocuencia al narrarla y los aprendizajes transmitidos. ",,10,,10,,10,.,Sí,Excelente el Hostel,Sumamente conforme,.,"El Jueves por la mañana, en viaje desde Cordoba hacia Bs pensaba en que expectativas tenia de este viaje y evento, todo lo que pude haber pensado quedo chico al lado de lo vivido.

Me llevo grandes aprendizajes personales, recuerdos y nuevos amigos. 

Muchísimas gracias a cada uno de ustedes por dedicar partes de sus vidas a gestionar y organizar este evento de altísimo valor. Crean que se nota el nivel de profesionales, el compromiso, PASION y equipazo que hay detrás de cada detalle. Fue un placer enorme haber compartido esto con ustedes y espero verlos nuevamente en algún momento. 

Sin lugar a dudas, fue... El mejor BootCamp de la Historia!

Tomi Ossana. 
"
3/06/2026 8:29:11,10,10,"Excelente organización y trato de todo el equipo! Todos super atentos, organizados y siempre con ganas de ayudar. Se nota el trabajo y la dedicación que hay detrás :)",10,10,10,,Sí,,10,10,"Mi orador favorito fue Ale vazquez. Su charla fue muy inspiradora porque contó todo su proceso desde cero, contando todos los sacrificios que tuvo que hacer para llegar hasta donde está. Saber que estudió en el  ITBA lo hace más cercano y motivador",,10,,10,,10,"Solo sumaría un poco más de tiempo para armar el pitch final, pero todo lo demás me encantó!",No,,,,"Un clima super amigable, sano y con buena energía. Me alegro de haber participado! "
3/06/2026 10:24:08,10,10,"La verdad, la buena onda de todo fue increible. Super super conforme. Son todos unos genios",10,7,10,,Sí,,10,10,Co-founder de tienda nube. Me inspiro mucho la historia que conto de como fueron los inicios de la empresa.,Trajeron gente super grosa. Felicitaciones,10,,10,,10,Apunten devuelta a que sea el mejor bootcamp de la historia,No,,,,"Fui al bootcamp con expectativas altas, y la verdad, las sobrepasaron por mucho. Conoci gente muy copada y talentosa. Me volvio a despertar el bichito del emprendimiento como decian en el evento. Me ayudo a animarme mas a hacer cosas que me ponen incomodo. Me obligo a salir de mi zona de confort y afrontar desafios muy interesantes. Me abrio la cabeza a las posibilidades que hay para cada uno de nosotros. Me hizo darme cuenta lo mucho que me falta por mejorar en muchas areas, por ejemplo hablando en publico. Estas, y muchisimas cosas mas me aporto personalmente el bootcamp, y tengo la certeza de que paso lo mismo con los otros 149 participantes y probablemente tmb con ustedes. Lo que hacen aca es muy especial. De corazon, felicitaciones."
3/06/2026 10:26:06,10,10,"Si lo tuviese que poner en palabras: impecable.
Realmente la predisposición del equipo a resolver dudas, a generar un espacio de tranquilidad y comodidad para todos los participantes y a fomentar un entorno de competencia al mismo tiempo fue un 10/10",9,8,10,,No,Experiencia de Usuario y Consumo by Supervielle,10,9,"Julían Drault fue uno de mis oradores favoritos por su forma de transmitir y lenguaje corporal, pero en cuanto a contenido de la charla, las más enriquecedoras en mi opinión fueron las de La Fabrica Podcast y la de Humand",,9,,8,,10,Si tuviera que modificar un aspecto solo sería el horario de entrada. Yo sacaría el desayuno y achicaría la ventana de duración del evento para tener un mejor descanso,No,,,,
3/06/2026 10:30:57,9,8,fenomenal con todas las letras. todos MUY predispuestos y macanudos,10,10,10,,Sí,,8,10,"humand me ayudó a entender que quienes emprenden son uno más de nosotros. mike medus, me abrió la cabeza en cuanto a la detección de problemas. mari philippots, aportó mucho valor para el pitch. ceo de supervielle, un impacto más desde lo humano.",,6,"si bien algunos la tenían MUY clara, otros no. y te podía perjudicar mucho el proyecto",10,,10,"una charla menos, quizá las específicas de categoría. quitan mucho tiempo de trabajo",No,,,,"sepan que lograron transformar algo en alguien, y eso vale muchísimo. y les aseguro que a más de uno"
3/06/2026 10:31:09,9,8,.,9,9,5,,Sí,,8,9,Paco,,6,,7,,10,Pasar el cronograma antes del evento o a principio de cada día. ,No,,,,
3/06/2026 10:32:48,10,9,"Increíble, siempre dispuestos a ayudar, en todo momento preguntando cómo estábamos, ayudándonos con todo, se nota la pasión y la calidad de gente ",10,10,10,"Muy buena!! Me encantó el grupo de WhatsApp, y los mails estaban muy bien armados. Además la guía también muy clara ",Sí,,10,10,"Me encantó Mike, humano y la de oratoria! Me parecieron súper dinámicas, claras, bajando a tierra que empezaron siendo gente como nosotros en el caso de humand y que hoy en día la rompen. Las otras muy buenas y útiles ",Todos unos genios!,8,"Mentores en si de mi categoría no tuvimos, pero los chicos de trama increíble lo que ayudaron, unos genios ",10,"Muy buena y rico!! Nunca faltó nada en cuanto a comida y bebida. Además todo muy bien organizado, no faltó nada, ni pasamos hambre en ningún momento",10,"Quizás el tema de los horarios ir comunicándolos así los grupos saben cómo gestionar el tiempo, pero es algo que entiendo quizás es un poco la idea del evento que vaya fluyendo de esa manera. 
Pero la verdad que se mandaron un eventazo chicos, increíble el laburo que hay detrás y la pasión que le pusieron. Genios totales 💓
Gracias por darme la oportunidad de participar, inolvidable. ",No,,,,Lejos el mejor bootcamp de la historia !!! 💓
3/06/2026 10:33:50,9,10,"Le pusieron la mejor onda, pero a algunos se les notaban las pocas horas de sueño. Creo que los días podían arrancar 30 mins mas tarde y terminar 30 mins antes, y la experiencia iba a ser la misma",10,10,8,,Sí,,7,7,El de Despegar y el de TiendaNube,,7,"Ningun mentor le encontró ninguna falla a nuestra idea ni ninguna corrección importante. Creimos que posta era muy buena, pero no pudimos llegar a la final",9,,10,"Lo del horario que dije mas arriba, para que todos puedan dormir un poco mas",No,,,,GRACIAS
3/06/2026 10:34:01,10,10,"Creo que no hay nada más que decir, que todo fue excelente y de un nivel altísimo.",10,10,10,,Sí,,10,10,"El ex ceo de Google, y la del ceo de Supervielle. Creo que ambas en lugar de haber tenido una charla con un empresario, tuvimos una charla con una persona. Eso me encantó.", ,10,,10,,10,"Creo que la recomendación sería que intenten replicar al 100% lo que fue este bootcamp. Realmente no se me ocurre ninguna forma de mejorarlo, creo que como equipo lograron llevar a cabo un evento perfecto.",No,,,,
3/06/2026 10:42:14,10,10,siempre con muy buena onda a pesar de lo agotador que puede llegar a ser,8,10,9,"la comunicacion impecable, siempre dejaron todo bien claro y me encanto que siempre pregunten de si alguno no iba a poder ir porque le termina dando oportunidades a gente con muchas ganas que por ahi no queda de primeras.",No,Procesos y Operaciones by Pan American Silver,7,9,"Mi orador favorito fue definitivamente ale vazauez, sobre todo porque te cuenta una historia increible bajada a la realidad y te motiva ","unos genios totales, agradecerles por el rato que renunciaron para estar con nosotros y contarnos su experiencia",8,"Sofi se re copo con nosotros y nos ayudo un monton, genia total",10,"Puede ser que por ahi las hamburguesas no eran las esperadas, pero no pare de comer en todo el finde semana asique estuvo de 10",10,"me gustaria poder tener una planificacion a la hora de trabajar, porque al no saber en que horarios ibas a tener la charla te terminaba perjudicando, entonces capaz el saber de los horarios de las charlas y esas cosas hubiese estado bueno",No,,,,"Gracias totales, al equipo de Trama. Una experiencia unica e inigualable, si no fuera por ustedes me habria perdido de conocer tanta gente espectacular, mismo los chicos de trama como los participantes del evento. Me encantaria fomentar algo asi en mi facultad asique capaz que los contacto mas adelante."
3/06/2026 10:42:51,10,10,Unos capos,10,10,10,,Sí,,10,10,"Uff difícil elegir, me llevo mensajes de varios. Gastón Remi me gusto mucho su historia y lo que decía de los hitos de liberación, Ale de tienda nube tmb alta historia. Mike me pareció que la tiene clarisima y bueno la historia de Humand es una locura.",,10,,7,,10,"Algunos grupos estabamos muy justos para el pitch y siento que la última actividad de descontracturar tendría que haber sido opcional. No llegamos a practicar el pitch y hubiese estado bueno, obvio hay un tema de falta de organización nuestra, pero ya siendo tan intenso el ritmo me parece que estaría bueno analizar esa última actividad.",No,,,,"Una locura lo que armaron con el team, a muchos nos cambiaron la vida. Estoy seguro de que este laburo, que hacen a pulmón, les va a dar frutos en un futuro. Eternamente agradecido con ustedes."
3/06/2026 10:43:42,10,10,"La verdad, estuvo genial. Muy buena predisposición y con ganas de siempre ayudar. Son lo más ",10,10,10,,Sí,,10,10,Alejandro Vasquez porque me inspiraba seguir con su historia y a ver que evidentemente hay muchos altos y bajos en el mundo emprendedor pero que se puede sobresalir. Use tienda nube para mi emprendimiento y me gustó escucharlo.,,10,,8,,10,"El primer día, sentíamos con mi grupo que está muy cargado las charlas y queríamos avanzar con la definición de la problemática. 

(Pero, ser estuvo todo genial. Puede ser algo de nosotros)",No,,,,"La verdad, muchas gracias por la oportunidad. Me encanta la experiencia. Conocer gente con la misma ganas de crecer y súper divertida. 

🧡"
3/06/2026 10:43:43,9,8,"Muy buena predisposición todos, buena onda a pesar de ser muy temprano/muy tarde y en ningun momento tuvieron problema de resolvernos dudas o inconvenientes",10,10,10,Me gustó mucho que mandaran varios mails + el grupo de whatsapp porque siendo meses donde estamos a full con la facultad/trabajo está bueno tener recordatorios constantes para no colgarse y poder prepararse con tiempo,Sí,,9,10,"Me gustó mucho Ale Vazquez, por la dinámica de su charla y el mensaje que dio. Me hubiera quedado escuchándolo mínimo una hora más. También los chicos de Humand me aportaron e interpelaron mucho.","Me hubiera gustado que hubiera aún más mujeres emprendedoras, pero me gustó que hubiera diversidad en los rubros/escalas de los negocios de los speakers. Me gustó también que no se quedaran solo con contar su desarrollo profesional sino que hablaran un poco de sus vidas personales y cómo encuentran el equilibrio teniendo trabajos tan demandantes ",10,Todos muy buena predisposición. Nos ayudaron mucho a tomarnos el tiempo de encontrar el problema y aportaron insights muy copados para el momento de preparar el pitch.,10,Banco opciones más healthy como la poke salad,10,"Tal vez que no termine tan tarde, si bien entiendo que las actividades del final son para reforzar el vínculo del grupo, siento que las últimas horas se hacen muy largas y estaría bueno poder dedicar esas horas a descansar mejor o incluso a seguir trabajando. Nos pasó con mi equipo que sentimos que se interrumpía mucho el momento de trabajo y es hacía que se pierda el momentum. Estaría bueno también tener un itinerario al inicio de cada día, para poder organizar mejor el momento de trabajo y saber con cuánto tiempo contás, sin que las charlas te agarren desprevenido",No,,,,Muchas felicitaciones a todo el equipo y gracias por la oportunidad
